9.641859771877553387e-02,4.734085566336393436e-01,8.412525225234659954e-02,6.006328809807993246e-02,2.049563066836751768e-01,2.548275538311535193e-01,3.678530593844198116e-01,2.082793084283171003e-01,6.357975570361884543e-01,5.645257157811705007e-01,0.000000000000000000e+00,9.641859771877553387e-02
1.258280385452570371e-01,5.050746484299006855e-01,1.168997748185109098e-01,7.763535985471392564e-02,2.156829979393860841e-01,2.469609823853901598e-01,6.442786180639628046e-01,4.837658924843122321e-01,6.309642131342512172e-01,5.915784051969502633e-01,0.000000000000000000e+00,1.258280385452570371e-01
1.792221643905278494e-01,6.755358125656251156e-01,1.028726924864681591e-01,3.428439933545652379e-02,3.859124668987478080e-01,4.571480887542977434e-01,8.852552896682377437e-01,7.822749455325491708e-01,4.427377015263416205e-01,5.483820092976852134e-01,0.000000000000000000e+00,1.792221643905278494e-01
5.282609053282631972e-01,5.546109011858173510e-01,5.875590873560820881e-01,3.899064381875036456e-01,7.158023118354365222e-01,4.073581998527424086e-01,3.154940878228733314e-02,1.612825283783651548e-03,9.232609745309448002e-01,8.564570744892751053e-01,2.995649471721571477e-01,5.282609053282631972e-01
4.521952046566220518e-01,6.272093215621170614e-01,4.542724944622365535e-01,3.176272157434144039e-01,7.075154066578801526e-01,4.744737658677607439e-01,2.774248407193042470e-02,1.732451768851586433e-03,9.587356407558407234e-01,9.263480213751977832e-01,3.723621511232143022e-01,4.521952046566220518e-01
4.411734092093460569e-01,6.314479497859223356e-01,4.320292083784477710e-01,2.740762928203998028e-01,7.229007188574920750e-01,5.346792913645632694e-01,5.178237389435117605e-02,4.772640526567157801e-03,9.226810789270953883e-01,8.701970108281246175e-01,4.019836639439892667e-01,4.411734092093460569e-01
5.260614312449232166e-01,5.788872177294491772e-01,5.959315014620312212e-01,3.750034812217590829e-01,7.060975730582160770e-01,4.134407529653806868e-01,4.016074308675020993e-02,2.997253532385728021e-03,9.407283259342182902e-01,9.003817144271339945e-01,3.078457446808499642e-01,5.260614312449232166e-01
5.721134846327278201e-01,6.026585475255119562e-01,5.329160640611406707e-01,4.463589443211753993e-01,8.199420763288748359e-01,4.496701838870314494e-01,3.630092480767888041e-02,2.063528503047658887e-03,9.065444746666826425e-01,8.473090001730477772e-01,4.583002382843535116e-01,5.721134846327278201e-01
4.858135250218582057e-01,6.155733913415319947e-01,5.099417053840066272e-01,3.560139510633246185e-01,7.185447363424115608e-01,4.452583887115224015e-01,2.770120700893659998e-02,1.530982937337531553e-03,9.536722966900970100e-01,9.107461908209980583e-01,7.825112107623320989e-01,4.858135250218582057e-01
4.484569706594763727e-01,6.396324674436508761e-01,4.414657694249060071e-01,3.049198187294888118e-01,6.897826545841817536e-01,4.704867650513146482e-01,3.032158153133929918e-02,2.079359045778960725e-03,9.722598722092032908e-01,9.523227746069646837e-01,4.178119846069285048e-02,4.484569706594763727e-01
5.556145507254286464e-01,5.528808777187638190e-01,6.281144078776851325e-01,4.095254135161064957e-01,7.539091215440022475e-01,4.239203947141778617e-01,2.422257939741272875e-02,1.457516156399038098e-03,9.311784193275367549e-01,8.644727103225552378e-01,3.441372735938999505e-01,5.556145507254286464e-01
4.683933882214927347e-01,6.056211737705005094e-01,4.657424964983104543e-01,3.524025282312003848e-01,6.931759906904505497e-01,4.244072642040059851e-01,4.294027754463370511e-02,3.229649016049503541e-03,9.342795020241547732e-01,8.872367069554174535e-01,4.321808510638213557e-02,4.683933882214927347e-01
4.626898694508731480e-01,6.450671934352781856e-01,4.526991848082090319e-01,3.355323388676826890e-01,7.213181097938006214e-01,4.692444454920736141e-01,3.576806822871086977e-02,2.248868996313962542e-03,9.240461377505186924e-01,8.675209682612613493e-01,3.872644574398963480e-01,4.626898694508731480e-01
6.699180110158744483e-01,4.300774969147794780e-01,7.191955730693783133e-01,5.204395039060576433e-01,8.094016490783387807e-01,3.624202744595722558e-01,3.549922073327790861e-02,2.605757949096486076e-03,8.169238602590214171e-01,6.205541242991192696e-01,7.850953206239176252e-01,6.699180110158744483e-01
6.788423480003882293e-01,5.016933832596190967e-01,7.203117466835019522e-01,5.216933344754665081e-01,8.554725839670446197e-01,4.058026147147722473e-01,9.907461699339836780e-02,2.548004652805967857e-02,8.287870657171119149e-01,6.631244412679695444e-01,1.785260482846249830e-01,6.788423480003882293e-01
6.370820621695867381e-01,5.267547272155915783e-01,7.188794906937766571e-01,4.668746777624308009e-01,8.039671048202913228e-01,4.128438950145152386e-01,1.255880858696886149e-01,4.565539140989473277e-02,8.725083761389753612e-01,7.422811044415258408e-01,1.786695986805928449e-01,6.370820621695867381e-01
7.153506676693182076e-01,4.893926100434745630e-01,7.871187966479675779e-01,5.343666111752599646e-01,8.737103537352027827e-01,4.103149293302161826e-01,4.107621584771834616e-02,4.409712018183522056e-03,8.214452142620203290e-01,6.226998582924230252e-01,1.790333560245071232e-01,7.153506676693182076e-01
6.227964185774723660e-01,5.831010705583365983e-01,5.667617404449166729e-01,4.943468502461166869e-01,8.705035532907247076e-01,4.488156500733942456e-01,8.863808156298837171e-02,1.812336841198115833e-02,8.149011280267690616e-01,6.817648933149446089e-01,2.141372141372142601e-01,6.227964185774723660e-01
6.090968554836599935e-01,5.753541651756113318e-01,5.380377300440035704e-01,4.674975810664037112e-01,8.540480040466559286e-01,4.607716745956729754e-01,7.409843315011076237e-02,1.255502046874663186e-02,8.049146962206052969e-01,6.486690767754953457e-01,2.144035184167142616e-01,6.090968554836599935e-01
6.340563355504937881e-01,5.674158200864787283e-01,5.698063152633798811e-01,4.995644428465815801e-01,8.731782067018604154e-01,4.459848354141537352e-01,7.700847759750423238e-02,1.436975081466235898e-02,7.900942832028956531e-01,5.972165922494767631e-01,2.143814202769107335e-01,6.340563355504937881e-01
6.299144431845253855e-01,6.040587965387297364e-01,6.663807022410701553e-01,4.849552275150263991e-01,8.780954065020939447e-01,4.659443651148223453e-01,8.171561201482323289e-02,1.377364987994639592e-02,7.679958390565322368e-01,6.031870774302164895e-01,2.141190198366392794e-01,6.299144431845253855e-01
6.689260147586024718e-01,5.779182633788949586e-01,6.326645027577597613e-01,5.197690460243832300e-01,9.163006687484233082e-01,4.668029955851233370e-01,7.071504343740012133e-02,7.810806411475124805e-03,7.258533281792263203e-01,5.439313347599269433e-01,2.141316073354893046e-01,6.689260147586024718e-01
5.863820687202290216e-01,5.581018828727979386e-01,5.377342346599841560e-01,4.601072261043828160e-01,8.003640215523921686e-01,4.163856770139614527e-01,9.963979528342303826e-02,2.033225362461813998e-02,7.740586134625848658e-01,6.271819338917121733e-01,2.140762463343106881e-01,5.863820687202290216e-01
6.179127209507293550e-01,5.855092468328135791e-01,5.397741019429534992e-01,5.008133514323751534e-01,8.987352532893931878e-01,4.694750587463101810e-01,7.735020006938400638e-02,8.945108422264884743e-03,7.198870636905279063e-01,5.596227887429506831e-01,2.140864714086464227e-01,6.179127209507293550e-01
5.716797130602417898e-01,6.010888394112576805e-01,5.348622408631432679e-01,4.884111814627900561e-01,8.428537269321919601e-01,4.281686830939940847e-01,1.767153218110184831e-01,6.380163317328760297e-02,7.987763862695111960e-01,6.581985168248000173e-01,2.145653876272499705e-01,5.716797130602417898e-01
5.918787738972128842e-01,5.881593992989808672e-01,5.436321294567035833e-01,4.794045119446315173e-01,8.568713863161446787e-01,4.511297819778249951e-01,1.175950197033636818e-01,3.182563354615237927e-02,8.301685039098036789e-01,7.036007154517756046e-01,2.141600703605999745e-01,5.918787738972128842e-01
6.149187898583401424e-01,5.909737795073205513e-01,7.012709736791942206e-01,4.713442215634184862e-01,8.485188790575540763e-01,4.514091568198223547e-01,1.193679428150786342e-01,3.351839620759460708e-02,7.842636914902585410e-01,6.287775240464070770e-01,2.141638225255964034e-01,6.149187898583401424e-01
6.122846928057641414e-01,5.511805518577708174e-01,5.282475613410287929e-01,5.081445017769448125e-01,8.908820226696066991e-01,4.542352292709522232e-01,8.493991260471096816e-02,9.385412115076851788e-03,6.723950064102135471e-01,5.469438324594043666e-01,4.576697401508785790e-01,6.122846928057641414e-01
6.043475850864215015e-01,5.621502979108615738e-01,5.225358615385642391e-01,4.934689733256798494e-01,8.548111415586768791e-01,4.345077421682382868e-01,5.928775011767128955e-02,4.652961800525878822e-03,7.196045017031726942e-01,6.235304491762360124e-01,4.813664596273285468e-01,6.043475850864215015e-01
6.666235429557880732e-01,5.417784882886045317e-01,5.251180429149030493e-01,5.232821232207537365e-01,9.089361445041354015e-01,4.560070784639576602e-01,7.686372911739325353e-02,7.741155699910646365e-03,4.703765552765561964e-01,3.430888041947631195e-01,4.770642201834856544e-01,6.666235429557880732e-01
5.368128145650290506e-01,5.744286973429607590e-01,5.877721905518629164e-01,3.743246425620420093e-01,7.436101076766814533e-01,4.505314817598530808e-01,2.151203716232512331e-02,1.113175452568744301e-03,9.639248195852445633e-01,9.561022171010128412e-01,7.741935483870963086e-01,5.368128145650290506e-01
6.011329148211417284e-01,5.943444697022380874e-01,5.267010039123535270e-01,4.930689304975974796e-01,8.768361029897030479e-01,4.562865769121810522e-01,9.079742537636817379e-02,1.112851375804766244e-02,7.279110973340601198e-01,6.494933050831747101e-01,4.536423841059606388e-01,6.011329148211417284e-01
6.436334452524157257e-01,5.498739887270751581e-01,5.323360101066139105e-01,5.294192670931734401e-01,9.265043693066105090e-01,4.666660132427143393e-01,1.039434764121418137e-01,1.498856387863476899e-02,5.674978188115842315e-01,4.553424466994942521e-01,4.800399201596821097e-01,6.436334452524157257e-01
6.396964699518916664e-01,5.486491212719832866e-01,5.414427923497244777e-01,4.989541979170323271e-01,8.854320342285121326e-01,4.585048201560252834e-01,7.040875792102044284e-02,6.150207347961914039e-03,5.619196016128031879e-01,4.960300782313866175e-01,4.285714285714285476e-01,6.396964699518916664e-01
6.361022214140978903e-01,5.650459098075694131e-01,5.163194989658861367e-01,5.158570831819165869e-01,9.105280563554717377e-01,4.652714294672639084e-01,9.025357959714420952e-02,1.097905265201362321e-02,5.628219871018944609e-01,4.689014025138549813e-01,4.757536041939713911e-01,6.361022214140978903e-01
5.674674750372528109e-01,5.872444413026509658e-01,5.429714986436237067e-01,4.903315609225248339e-01,8.520809570723789639e-01,4.351217976619196626e-01,5.354441939083978003e-02,3.672453164402212766e-03,7.498859224650264999e-01,6.769408167864977566e-01,4.772727272727285142e-01,5.674674750372528109e-01
6.058026383573362761e-01,5.041449047637281966e-01,5.844754730337547999e-01,5.495058776204363449e-01,7.226178336006312541e-01,2.480230252564110671e-01,5.188365558730201332e-02,3.262734484831230058e-03,6.794099132177526812e-01,5.533209389160087532e-01,4.803788903924214315e-01,6.058026383573362761e-01
6.284132120818357592e-01,5.483572149552564667e-01,5.380455872633540526e-01,5.366580347651690452e-01,9.086398397434848340e-01,4.418118837088866324e-01,1.261491068431003504e-01,2.218659712289759375e-02,5.734889866043277884e-01,5.373894838710047139e-01,4.854014598540142278e-01,6.284132120818357592e-01
5.837624208540157511e-01,4.910647764261790726e-01,5.266578734624445257e-01,5.425215343015982183e-01,7.115928181789653584e-01,2.445914968564625314e-01,1.215341546735979467e-01,1.875358832052446967e-02,5.390886317992822363e-01,4.874444195492500520e-01,4.912689173457500114e-01,5.837624208540157511e-01
6.178987907590258732e-01,5.537071873145378298e-01,5.395778981995418278e-01,5.203265809674756381e-01,8.803484487332914332e-01,4.313518051554469102e-01,7.530179161016856138e-02,7.430601748446128210e-03,7.117443290763199037e-01,5.926661979524676660e-01,4.727095516569214118e-01,6.178987907590258732e-01
6.235228810065820415e-01,5.166122578838127088e-01,5.368528477809664246e-01,5.300044053971082469e-01,8.813302441061999781e-01,4.222414298886741357e-01,8.063634339741541923e-02,8.915704156615245068e-03,6.366201225182148704e-01,4.805823820452070350e-01,4.895267649340570570e-01,6.235228810065820415e-01
5.077568936253269438e-01,5.138537999736318973e-01,4.415273184570596143e-01,3.920190443589017804e-01,7.392041086158425145e-01,4.278599188122025887e-01,7.117970178450443164e-02,8.563682595360555538e-03,8.301278548266273205e-01,7.134720266559788637e-01,4.331883157240535298e-01,5.077568936253269438e-01
6.016253898235361941e-01,4.759598755868452713e-01,5.960004909987779431e-01,4.719127813013653250e-01,8.096212667247038031e-01,4.130896502650960866e-01,5.712132013435047145e-02,5.254674754324582808e-03,8.185799505991067093e-01,6.888410215073808018e-01,4.335394126738785214e-01,6.016253898235361941e-01
5.398956050754732949e-01,4.966733507932946656e-01,5.362010033996060798e-01,4.000368366497993322e-01,7.312316515948847906e-01,4.117905010472784899e-01,6.392772733319669609e-02,9.054741275091392205e-03,8.535106644281276189e-01,7.349272975566671917e-01,4.332909783989820629e-01,5.398956050754732949e-01
6.075167323793779772e-01,5.212068593362999547e-01,6.271463197782619625e-01,4.684141257372771983e-01,8.030354923938214373e-01,4.103396238970649090e-01,6.297445647317813366e-02,4.967909788553905720e-03,7.720321264990812615e-01,6.584433604434445364e-01,4.332844574780070901e-01,6.075167323793779772e-01
5.143456081036135163e-01,5.134035603217765864e-01,4.751977837331096133e-01,3.829706267899090633e-01,6.827811133809231769e-01,3.825412385563815021e-01,9.041073998494171537e-02,1.592908731119370078e-02,8.382118783296101938e-01,7.430922159120290083e-01,4.331665475339535054e-01,5.143456081036135163e-01
5.630542995481253588e-01,4.937922590919079369e-01,4.888219102337370003e-01,4.485967904987119836e-01,7.873880091573014495e-01,4.157678689525066140e-01,8.320183457440111230e-02,1.182978509886118551e-02,7.962512243267441114e-01,6.588062583866413080e-01,4.329054842473750164e-01,5.630542995481253588e-01
5.868889062264872614e-01,5.331490224873092210e-01,5.320542653944783096e-01,4.469622036827798350e-01,8.005227969430233070e-01,4.302074062768635465e-01,4.504412559344404821e-02,4.252475410864674232e-03,8.618709054576556561e-01,7.390308935041315364e-01,4.331370899915892303e-01,5.868889062264872614e-01
